Caption,Category
Vaccination campaign for street dogs happening at Dharan on this weekend.,Vaccination
Friendly German Shepherd named Bella available for adoption in Bhaktapur.,Adoption
Urgent help needed for injured stray puppy #4004,Help
Looking to adopt a 2-month-old vaccinated kitten #5737,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4835,Vaccination
Looking to adopt a cute Pug? Meet Bella at Pokhara.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6833,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8597,Adoption
Wounded animal lying on the road at Butwal. Volunteers needed urgently!,Help
Looking to adopt a 2-month-old vaccinated kitten #4405,Adoption
Local butcher illegally killed a street dog. Action needed! #7246,Illegal Activities
"Meet Max, a lovable Persian looking for a forever home in Dharan.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #8521,Adoption
"Meet Coco, a lovable Persian looking for a forever home in Kathmandu.",Adoption
Local butcher illegally killed a street dog. Action needed! #9590,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6719,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7495,Vaccination
Urgent help needed for injured stray puppy #1288,Help
Urgent help needed for injured stray puppy #5420,Help
Free rabies vaccination for street dogs in Pokhara this weekend #643,Vaccination
Urgent help needed for injured stray puppy #8980,Help
Free rabies vaccination drive for stray animals at Itahari on this weekend.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3995,Vaccination
Local butcher illegally killed a street dog. Action needed! #6502,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3066,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #1769,Adoption
Local butcher illegally killed a street dog. Action needed! #4874,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3317,Adoption
Urgent help needed for injured stray puppy #2836,Help
Urgent help needed for injured stray puppy #8040,Help
Urgent help needed for injured stray puppy #9804,Help
Urgent help needed for injured stray puppy #4244,Help
Friendly Beagle named Simba available for adoption in Butwal.,Adoption
Looking to adopt a cute Labrador? Meet Simba at Kathmandu.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1925,Adoption
Urgent help needed for injured stray puppy #7496,Help
Urgent help needed for injured stray puppy #1416,Help
Looking to adopt a 2-month-old vaccinated kitten #1433,Adoption
Local butcher illegally killed a street dog. Action needed! #2398,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #821,Adoption
Urgent help needed for injured stray puppy #7224,Help
Local butcher illegally killed a street dog. Action needed! #4750,Illegal Activities
Urgent help needed for injured stray puppy #2920,Help
Looking to adopt a 2-month-old vaccinated kitten #9885,Adoption
Local butcher illegally killed a street dog. Action needed! #5602,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3581,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6429,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8403,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #4727,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7541,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4763,Vaccination
Local butcher illegally killed a street dog. Action needed! #714,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9261,Adoption
Looking to adopt a 2-month-old vaccinated kitten #365,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2119,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #727,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7265,Adoption
Local butcher illegally killed a street dog. Action needed! #8598,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2406,Illegal Activities
Urgent help needed for injured stray puppy #7068,Help
"Meet Charlie, a lovable Persian looking for a forever home in Dharan.",Adoption
Urgent help needed for injured stray puppy #2432,Help
Looking to adopt a 2-month-old vaccinated kitten #5277,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1333,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7219,Vaccination
Free rabies vaccination drive for stray animals at Biratnagar on Monday.,Vaccination
Urgent help needed for injured stray puppy #8124,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1191,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #9311,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7795,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1717,Adoption
Looking to adopt a 2-month-old vaccinated kitten #3309,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1403,Vaccination
Free rabies vaccination drive for stray animals at Butwal on July 15th.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1581,Adoption
Local butcher illegally killed a street dog. Action needed! #8790,Illegal Activities
"Meet Max, a lovable German Shepherd looking for a forever home in Pokhara.",Adoption
Urgent help needed for injured stray puppy #7448,Help
Local butcher illegally killed a street dog. Action needed! #6746,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5818,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6737,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6603,Vaccination
Friendly Pug named Bella available for adoption in Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5483,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9697,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1815,Vaccination
Local butcher illegally killed a street dog. Action needed! #4242,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5079,Vaccination
Local butcher illegally killed a street dog. Action needed! #958,Illegal Activities
Looking to adopt a cute Labrador? Meet Bella at Butwal.,Adoption
Local butcher illegally killed a street dog. Action needed! #2710,Illegal Activities
"Meet Coco, a lovable German Shepherd looking for a forever home in Butwal.",Adoption
Local butcher illegally killed a street dog. Action needed! #2986,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1582,Illegal Activities
Urgent help needed for injured stray puppy #6680,Help
Local butcher illegally killed a street dog. Action needed! #4618,Illegal Activities
Friendly Stray named Luna available for adoption in Biratnagar.,Adoption
Urgent help needed for injured stray puppy #2536,Help
Urgent help needed for injured stray puppy #2584,Help
Local butcher illegally killed a street dog. Action needed! #2594,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #133,Adoption
Urgent help needed for injured stray puppy #1068,Help
Urgent help needed for injured stray puppy #7556,Help
Urgent help needed for injured stray puppy #496,Help
Looking to adopt a 2-month-old vaccinated kitten #1,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7243,Vaccination
Urgent help needed for injured stray puppy #5984,Help
Local butcher illegally killed a street dog. Action needed! #7034,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2741,Adoption
Urgent help needed for injured stray puppy #876,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2843,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4353,Adoption
Friendly German Shepherd named Coco available for adoption in Pokhara.,Adoption
Urgent help needed for injured stray puppy #4724,Help
Looking to adopt a 2-month-old vaccinated kitten #1961,Adoption
Looking to adopt a cute Stray? Meet Charlie at Bhaktapur.,Adoption
Local butcher illegally killed a street dog. Action needed! #4542,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9866,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7673,Adoption
Local butcher illegally killed a street dog. Action needed! #8602,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5181,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5377,Adoption
Looking to adopt a 2-month-old vaccinated kitten #7501,Adoption
Free rabies vaccination drive for stray animals at Kathmandu on Tuesday.,Vaccination
Local butcher illegally killed a street dog. Action needed! #1626,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3053,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3927,Vaccination
Urgent help needed for injured stray puppy #8672,Help
Looking to adopt a 2-month-old vaccinated kitten #3357,Adoption
Looking to adopt a cute Pug? Meet Charlie at Pokhara.,Adoption
Urgent help needed for injured stray puppy #2364,Help
Looking to adopt a 2-month-old vaccinated kitten #6761,Adoption
Looking to adopt a cute Persian? Meet Bella at Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1727,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #21,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4417,Adoption
Urgent help needed for injured stray puppy #1400,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7351,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6525,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4313,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6215,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7499,Vaccination
Urgent help needed for injured stray puppy #16,Help
Urgent help needed for injured stray puppy #3620,Help
Vaccination campaign for street dogs happening at Dharan on July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1247,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #9195,Vaccination
Local butcher illegally killed a street dog. Action needed! #8878,Illegal Activities
Urgent help needed for injured stray puppy #1160,Help
Looking to adopt a 2-month-old vaccinated kitten #2193,Adoption
Urgent help needed for injured stray puppy #4600,Help
Urgent help needed for injured stray puppy #8652,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6695,Vaccination
Local butcher illegally killed a street dog. Action needed! #6974,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #2407,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1943,Vaccination
Local butcher illegally killed a street dog. Action needed! #5570,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3010,Illegal Activities
"Meet Charlie, a lovable Beagle looking for a forever home in Pokhara.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #2633,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6933,Adoption
Local butcher illegally killed a street dog. Action needed! #6398,Illegal Activities
Urgent help needed for injured stray puppy #5480,Help
Local butcher illegally killed a street dog. Action needed! #3626,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3483,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #993,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #579,Vaccination
Local butcher illegally killed a street dog. Action needed! #4442,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8629,Adoption
Vaccination campaign for street dogs happening at Biratnagar on July 15th.,Vaccination
Free rabies vaccination drive for stray animals at Pokhara on August 1st.,Vaccination
Local butcher illegally killed a street dog. Action needed! #7590,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1175,Vaccination
Urgent help needed for injured stray puppy #8152,Help
Urgent help needed for injured stray puppy #4416,Help
"Meet Max, a lovable Beagle looking for a forever home in Itahari.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #4169,Adoption
"Meet Max, a lovable Beagle looking for a forever home in Biratnagar.",Adoption
Urgent help needed for injured stray puppy #2092,Help
Looking to adopt a cute Stray? Meet Luna at Bhaktapur.,Adoption
Local butcher illegally killed a street dog. Action needed! #2462,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2690,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #217,Adoption
Looking to adopt a 2-month-old vaccinated kitten #781,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8065,Adoption
Looking to adopt a cute Labrador? Meet Bella at Biratnagar.,Adoption
Friendly Pug named Charlie available for adoption in Biratnagar.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5429,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4503,Vaccination
"Meet Charlie, a lovable Pug looking for a forever home in Itahari.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3475,Vaccination
"Meet Bella, a lovable Labrador looking for a forever home in Butwal.",Adoption
Vaccination campaign for street dogs happening at Lalitpur on this weekend.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2593,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6183,Vaccination
Urgent help needed for injured stray puppy #4248,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2691,Vaccination
Local butcher illegally killed a street dog. Action needed! #1466,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #229,Adoption
Local butcher illegally killed a street dog. Action needed! #4222,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6638,Illegal Activities
Looking to adopt a cute Beagle? Meet Max at Dharan.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9279,Vaccination
Urgent help needed for injured stray puppy #6584,Help
Looking to adopt a 2-month-old vaccinated kitten #4697,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9883,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5783,Vaccination
Urgent help needed for injured stray puppy #8368,Help
Looking to adopt a 2-month-old vaccinated kitten #6345,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7287,Vaccination
Local butcher illegally killed a street dog. Action needed! #8270,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8353,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7687,Vaccination
Local butcher illegally killed a street dog. Action needed! #1858,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9662,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6659,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6893,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9035,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7471,Vaccination
"Meet Simba, a lovable Pug looking for a forever home in Dharan.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #6605,Adoption
Looking to adopt a cute Stray? Meet Simba at Butwal.,Adoption
Urgent help needed for injured stray puppy #4748,Help
Looking to adopt a 2-month-old vaccinated kitten #9377,Adoption
Friendly Labrador named Charlie available for adoption in Butwal.,Adoption
Urgent help needed for injured stray puppy #2596,Help
Local butcher illegally killed a street dog. Action needed! #6570,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6583,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #9467,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3155,Vaccination
Urgent help needed for injured stray puppy #9060,Help
Urgent help needed for injured stray puppy #5336,Help
Looking to adopt a 2-month-old vaccinated kitten #8469,Adoption
Friendly German Shepherd named Simba available for adoption in Itahari.,Adoption
Urgent help needed for injured stray puppy #1028,Help
Urgent help needed for injured stray puppy #2136,Help
Local butcher illegally killed a street dog. Action needed! #610,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2385,Adoption
Free rabies vaccination drive for stray animals at Kathmandu on this weekend.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1651,Vaccination
Urgent help needed for injured stray puppy #7268,Help
Urgent help needed for injured stray puppy #3400,Help
Looking to adopt a 2-month-old vaccinated kitten #5289,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5497,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5391,Vaccination
Local butcher illegally killed a street dog. Action needed! #8190,Illegal Activities
Urgent help needed for injured stray puppy #9860,Help
Urgent help needed for injured stray puppy #7408,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4815,Vaccination
Urgent help needed for injured stray puppy #3656,Help
Urgent help needed for injured stray puppy #5800,Help
Local butcher illegally killed a street dog. Action needed! #4994,Illegal Activities
"Meet Coco, a lovable Stray looking for a forever home in Bhaktapur.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3099,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6217,Adoption
Local butcher illegally killed a street dog. Action needed! #4614,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9442,Illegal Activities
Urgent help needed for injured stray puppy #212,Help
Local butcher illegally killed a street dog. Action needed! #5582,Illegal Activities
Looking to adopt a cute Stray? Meet Luna at Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3191,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9401,Adoption
Local butcher illegally killed a street dog. Action needed! #3610,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #413,Adoption
Friendly German Shepherd named Coco available for adoption in Lalitpur.,Adoption
Local butcher illegally killed a street dog. Action needed! #2730,Illegal Activities
Urgent help needed for injured stray puppy #5000,Help
Looking to adopt a 2-month-old vaccinated kitten #4789,Adoption
"Meet Luna, a lovable German Shepherd looking for a forever home in Butwal.",Adoption
Friendly Beagle named Max available for adoption in Lalitpur.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1331,Vaccination
"Meet Simba, a lovable Stray looking for a forever home in Butwal.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #4529,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2863,Vaccination
Looking to adopt a cute Stray? Meet Charlie at Itahari.,Adoption
Looking to adopt a cute German Shepherd? Meet Charlie at Biratnagar.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4311,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4461,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4319,Vaccination
Urgent help needed for injured stray puppy #5852,Help
Local butcher illegally killed a street dog. Action needed! #4878,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2058,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5057,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7995,Vaccination
Urgent help needed for injured stray puppy #6516,Help
Urgent help needed for injured stray puppy #9044,Help
Looking to adopt a 2-month-old vaccinated kitten #2813,Adoption
Friendly Persian named Charlie available for adoption in Kathmandu.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5299,Vaccination
Free rabies vaccination drive for stray animals at Pokhara on Monday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #527,Vaccination
Urgent help needed for injured stray puppy #3040,Help
Urgent help needed for injured stray puppy #4836,Help
Looking to adopt a 2-month-old vaccinated kitten #6981,Adoption
"Meet Coco, a lovable Beagle looking for a forever home in Biratnagar.",Adoption
Urgent help needed for injured stray puppy #2740,Help
Local butcher illegally killed a street dog. Action needed! #5342,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2969,Adoption
Local butcher illegally killed a street dog. Action needed! #5274,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9077,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5499,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9537,Adoption
Looking to adopt a 2-month-old vaccinated kitten #7913,Adoption
Urgent help needed for injured stray puppy #2036,Help
Vaccination campaign for street dogs happening at Itahari on Monday.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2181,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1293,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3363,Vaccination
"Meet Simba, a lovable Persian looking for a forever home in Biratnagar.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #5757,Adoption
Local butcher illegally killed a street dog. Action needed! #7386,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6317,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4337,Adoption
Friendly German Shepherd named Charlie available for adoption in Dharan.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5513,Adoption
Looking to adopt a cute Pug? Meet Charlie at Dharan.,Adoption
"Meet Simba, a lovable Persian looking for a forever home in Bhaktapur.",Adoption
Local butcher illegally killed a street dog. Action needed! #5662,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9934,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1374,Illegal Activities
"Meet Luna, a lovable Beagle looking for a forever home in Butwal.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #333,Adoption
"Meet Charlie, a lovable Stray looking for a forever home in Butwal.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #305,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9009,Adoption
Local butcher illegally killed a street dog. Action needed! #6534,Illegal Activities
Urgent help needed for injured stray puppy #244,Help
Local butcher illegally killed a street dog. Action needed! #3658,Illegal Activities
Looking to adopt a cute German Shepherd? Meet Charlie at Butwal.,Adoption
Local butcher illegally killed a street dog. Action needed! #2110,Illegal Activities
Urgent help needed for injured stray puppy #6912,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5119,Vaccination
Urgent help needed for injured stray puppy #1204,Help
Local butcher illegally killed a street dog. Action needed! #4570,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1959,Vaccination
Urgent help needed for injured stray puppy #1436,Help
Looking to adopt a cute Beagle? Meet Luna at Biratnagar.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2745,Adoption
Urgent help needed for injured stray puppy #3468,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8303,Vaccination
Local butcher illegally killed a street dog. Action needed! #5918,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #127,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1215,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #881,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8307,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7911,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6423,Vaccination
Urgent help needed for injured stray puppy #1004,Help
"Meet Bella, a lovable German Shepherd looking for a forever home in Biratnagar.",Adoption
Friendly Stray named Luna available for adoption in Bhaktapur.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5099,Vaccination
Urgent help needed for injured stray puppy #3028,Help
Urgent help needed for injured stray puppy #504,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1335,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #933,Adoption
Friendly German Shepherd named Coco available for adoption in Bhaktapur.,Adoption
Urgent help needed for injured stray puppy #8008,Help
Local butcher illegally killed a street dog. Action needed! #898,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #986,Illegal Activities
Free rabies vaccination drive for stray animals at Itahari on Tuesday.,Vaccination
Urgent help needed for injured stray puppy #2932,Help
Local butcher illegally killed a street dog. Action needed! #5134,Illegal Activities
Urgent help needed for injured stray puppy #392,Help
Friendly Beagle named Charlie available for adoption in Itahari.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #7117,Adoption
Looking to adopt a 2-month-old vaccinated kitten #3789,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6115,Vaccination
Local butcher illegally killed a street dog. Action needed! #9278,Illegal Activities
"Meet Coco, a lovable German Shepherd looking for a forever home in Biratnagar.",Adoption
Urgent help needed for injured stray puppy #2792,Help
Looking to adopt a 2-month-old vaccinated kitten #3369,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4957,Adoption
Protect our strays: vaccination camp at Kathmandu this August 1st.,Vaccination
Local butcher illegally killed a street dog. Action needed! #5938,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #9083,Vaccination
Urgent help needed for injured stray puppy #7644,Help
Urgent help needed for injured stray puppy #5076,Help
Local butcher illegally killed a street dog. Action needed! #5294,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7585,Adoption
"Meet Bella, a lovable Beagle looking for a forever home in Butwal.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5315,Vaccination
Looking to adopt a cute Labrador? Meet Simba at Lalitpur.,Adoption
Local butcher illegally killed a street dog. Action needed! #5010,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8386,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3130,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #1497,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #507,Vaccination
"Meet Bella, a lovable German Shepherd looking for a forever home in Pokhara.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2559,Vaccination
Local butcher illegally killed a street dog. Action needed! #5786,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7309,Adoption
Urgent help needed for injured stray puppy #620,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6239,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3271,Vaccination
Urgent help needed for injured stray puppy #5488,Help
"Meet Luna, a lovable Labrador looking for a forever home in Itahari.",Adoption
Local butcher illegally killed a street dog. Action needed! #6178,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8363,Vaccination
Friendly German Shepherd named Luna available for adoption in Kathmandu.,Adoption
Urgent help needed for injured stray puppy #3884,Help
Local butcher illegally killed a street dog. Action needed! #3862,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4853,Adoption
Urgent help needed for injured stray puppy #8936,Help
Local butcher illegally killed a street dog. Action needed! #1070,Illegal Activities
Looking to adopt a cute Labrador? Meet Max at Itahari.,Adoption
"Meet Bella, a lovable Beagle looking for a forever home in Bhaktapur.",Adoption
Urgent help needed for injured stray puppy #4088,Help
Looking to adopt a 2-month-old vaccinated kitten #3637,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4809,Adoption
Friendly Pug named Luna available for adoption in Biratnagar.,Adoption
Urgent help needed for injured stray puppy #9064,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6415,Vaccination
Urgent help needed for injured stray puppy #1248,Help
Looking to adopt a 2-month-old vaccinated kitten #3133,Adoption
Urgent help needed for injured stray puppy #9100,Help
Protect our strays: vaccination camp at Biratnagar this July 15th.,Vaccination
Local butcher illegally killed a street dog. Action needed! #650,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6790,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9574,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #1813,Adoption
Local butcher illegally killed a street dog. Action needed! #3278,Illegal Activities
Urgent help needed for injured stray puppy #4108,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7427,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7657,Adoption
Urgent help needed for injured stray puppy #3632,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6919,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2425,Adoption
Urgent help needed for injured stray puppy #9316,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5811,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2821,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4285,Adoption
Urgent help needed for injured stray puppy #4756,Help
Urgent help needed for injured stray puppy #3308,Help
Looking to adopt a 2-month-old vaccinated kitten #6541,Adoption
Local butcher illegally killed a street dog. Action needed! #5986,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #71,Vaccination
Urgent help needed for injured stray puppy #7936,Help
Looking to adopt a 2-month-old vaccinated kitten #9125,Adoption
Protect our strays: vaccination camp at Lalitpur this August 1st.,Vaccination
Local butcher illegally killed a street dog. Action needed! #3638,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3063,Vaccination
Urgent help needed for injured stray puppy #1932,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6635,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6135,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3845,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5575,Vaccination
Local butcher illegally killed a street dog. Action needed! #5058,Illegal Activities
Urgent help needed for injured stray puppy #5808,Help
Urgent help needed for injured stray puppy #2804,Help
Looking to adopt a 2-month-old vaccinated kitten #1625,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5537,Adoption
Urgent help needed for injured stray puppy #8304,Help
Local butcher illegally killed a street dog. Action needed! #8266,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2301,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4647,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2083,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5557,Adoption
Urgent help needed for injured stray puppy #8776,Help
Urgent help needed for injured stray puppy #2704,Help
Protect our strays: vaccination camp at Biratnagar this this weekend.,Vaccination
